date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA
3/27/2012,11209,Tuesday,4,3,2012,d_424,,,,,0
3/28/2012,11209,Wednesday,5,3,2012,d_425,,,,,0
3/29/2012,11209,Thursday,6,3,2012,d_426,,,,,0
3/30/2012,11209,Friday,7,3,2012,d_427,,,,,0
3/31/2012,11210,Saturday,1,3,2012,d_428,,,,,0
4/1/2012,11210,Sunday,2,4,2012,d_429,,,,,1
4/2/2012,11210,Monday,3,4,2012,d_430,,,,,1
4/3/2012,11210,Tuesday,4,4,2012,d_431,,,,,1
4/4/2012,11210,Wednesday,5,4,2012,d_432,,,,,1
4/5/2012,11210,Thursday,6,4,2012,d_433,,,,,1
4/6/2012,11210,Friday,7,4,2012,d_434,,,,,1
4/7/2012,11211,Saturday,1,4,2012,d_435,,,,,1
4/8/2012,11211,Sunday,2,4,2012,d_436,Easter,Cultural,,,1
4/9/2012,11211,Monday,3,4,2012,d_437,,,,,1
4/10/2012,11211,Tuesday,4,4,2012,d_438,,,,,1
4/11/2012,11211,Wednesday,5,4,2012,d_439,,,,,0
4/12/2012,11211,Thursday,6,4,2012,d_440,,,,,0
4/13/2012,11211,Friday,7,4,2012,d_441,,,,,0
4/14/2012,11212,Saturday,1,4,2012,d_442,Pesach End,Religious,,,0
4/15/2012,11212,Sunday,2,4,2012,d_443,OrthodoxEaster,Religious,,,0
4/16/2012,11212,Monday,3,4,2012,d_444,,,,,0
4/17/2012,11212,Tuesday,4,4,2012,d_445,,,,,0
4/18/2012,11212,Wednesday,5,4,2012,d_446,,,,,0
4/19/2012,11212,Thursday,6,4,2012,d_447,,,,,0
4/20/2012,11212,Friday,7,4,2012,d_448,,,,,0
4/21/2012,11213,Saturday,1,4,2012,d_449,,,,,0
4/22/2012,11213,Sunday,2,4,2012,d_450,,,,,0
4/23/2012,11213,Monday,3,4,2012,d_451,,,,,0
4/24/2012,11213,Tuesday,4,4,2012,d_452,,,,,0
4/25/2012,11213,Wednesday,5,4,2012,d_453,,,,,0
4/26/2012,11213,Thursday,6,4,2012,d_454,,,,,0
4/27/2012,11213,Friday,7,4,2012,d_455,,,,,0
4/28/2012,11214,Saturday,1,4,2012,d_456,,,,,0
4/29/2012,11214,Sunday,2,4,2012,d_457,,,,,0
4/30/2012,11214,Monday,3,4,2012,d_458,,,,,0
5/1/2012,11214,Tuesday,4,5,2012,d_459,,,,,1
5/2/2012,11214,Wednesday,5,5,2012,d_460,,,,,1
5/3/2012,11214,Thursday,6,5,2012,d_461,,,,,1
5/4/2012,11214,Friday,7,5,2012,d_462,,,,,1
5/5/2012,11215,Saturday,1,5,2012,d_463,Cinco De Mayo,Cultural,,,1
5/6/2012,11215,Sunday,2,5,2012,d_464,,,,,1
5/7/2012,11215,Monday,3,5,2012,d_465,,,,,1
5/8/2012,11215,Tuesday,4,5,2012,d_466,,,,,1
5/9/2012,11215,Wednesday,5,5,2012,d_467,,,,,1
5/10/2012,11215,Thursday,6,5,2012,d_468,,,,,1
5/11/2012,11215,Friday,7,5,2012,d_469,,,,,0
5/12/2012,11216,Saturday,1,5,2012,d_470,,,,,0
5/13/2012,11216,Sunday,2,5,2012,d_471,Mother's day,Cultural,,,0
5/14/2012,11216,Monday,3,5,2012,d_472,,,,,0
5/15/2012,11216,Tuesday,4,5,2012,d_473,,,,,0
5/16/2012,11216,Wednesday,5,5,2012,d_474,,,,,0
5/17/2012,11216,Thursday,6,5,2012,d_475,,,,,0
5/18/2012,11216,Friday,7,5,2012,d_476,,,,,0
5/19/2012,11217,Saturday,1,5,2012,d_477,,,,,0
5/20/2012,11217,Sunday,2,5,2012,d_478,,,,,0
5/21/2012,11217,Monday,3,5,2012,d_479,,,,,0
5/22/2012,11217,Tuesday,4,5,2012,d_480,,,,,0
5/23/2012,11217,Wednesday,5,5,2012,d_481,,,,,0
5/24/2012,11217,Thursday,6,5,2012,d_482,,,,,0
5/25/2012,11217,Friday,7,5,2012,d_483,,,,,0
5/26/2012,11218,Saturday,1,5,2012,d_484,,,,,0
5/27/2012,11218,Sunday,2,5,2012,d_485,,,,,0
5/28/2012,11218,Monday,3,5,2012,d_486,MemorialDay,National,,,0
5/29/2012,11218,Tuesday,4,5,2012,d_487,,,,,0
5/30/2012,11218,Wednesday,5,5,2012,d_488,,,,,0
5/31/2012,11218,Thursday,6,5,2012,d_489,,,,,0
6/1/2012,11218,Friday,7,6,2012,d_490,,,,,1
6/2/2012,11219,Saturday,1,6,2012,d_491,,,,,1
6/3/2012,11219,Sunday,2,6,2012,d_492,,,,,1
6/4/2012,11219,Monday,3,6,2012,d_493,,,,,1
6/5/2012,11219,Tuesday,4,6,2012,d_494,,,,,1
6/6/2012,11219,Wednesday,5,6,2012,d_495,,,,,1
6/7/2012,11219,Thursday,6,6,2012,d_496,,,,,1
6/8/2012,11219,Friday,7,6,2012,d_497,,,,,1
6/9/2012,11220,Saturday,1,6,2012,d_498,,,,,1
6/10/2012,11220,Sunday,2,6,2012,d_499,,,,,1
6/11/2012,11220,Monday,3,6,2012,d_500,,,,,0
6/12/2012,11220,Tuesday,4,6,2012,d_501,NBAFinalsStart,Sporting,,,0
6/13/2012,11220,Wednesday,5,6,2012,d_502,,,,,0
6/14/2012,11220,Thursday,6,6,2012,d_503,,,,,0
6/15/2012,11220,Friday,7,6,2012,d_504,,,,,0
6/16/2012,11221,Saturday,1,6,2012,d_505,,,,,0
6/17/2012,11221,Sunday,2,6,2012,d_506,Father's day,Cultural,,,0
6/18/2012,11221,Monday,3,6,2012,d_507,,,,,0
6/19/2012,11221,Tuesday,4,6,2012,d_508,,,,,0
6/20/2012,11221,Wednesday,5,6,2012,d_509,,,,,0
6/21/2012,11221,Thursday,6,6,2012,d_510,NBAFinalsEnd,Sporting,,,0
6/22/2012,11221,Friday,7,6,2012,d_511,,,,,0
6/23/2012,11222,Saturday,1,6,2012,d_512,,,,,0
6/24/2012,11222,Sunday,2,6,2012,d_513,,,,,0
6/25/2012,11222,Monday,3,6,2012,d_514,,,,,0
6/26/2012,11222,Tuesday,4,6,2012,d_515,,,,,0
6/27/2012,11222,Wednesday,5,6,2012,d_516,,,,,0
6/28/2012,11222,Thursday,6,6,2012,d_517,,,,,0
6/29/2012,11222,Friday,7,6,2012,d_518,,,,,0
6/30/2012,11223,Saturday,1,6,2012,d_519,,,,,0
7/1/2012,11223,Sunday,2,7,2012,d_520,,,,,1
7/2/2012,11223,Monday,3,7,2012,d_521,,,,,1
7/3/2012,11223,Tuesday,4,7,2012,d_522,,,,,1
7/4/2012,11223,Wednesday,5,7,2012,d_523,IndependenceDay,National,,,1
7/5/2012,11223,Thursday,6,7,2012,d_524,,,,,1
7/6/2012,11223,Friday,7,7,2012,d_525,,,,,1
7/7/2012,11224,Saturday,1,7,2012,d_526,,,,,1
7/8/2012,11224,Sunday,2,7,2012,d_527,,,,,1
7/9/2012,11224,Monday,3,7,2012,d_528,,,,,1
7/10/2012,11224,Tuesday,4,7,2012,d_529,,,,,1
7/11/2012,11224,Wednesday,5,7,2012,d_530,,,,,0
7/12/2012,11224,Thursday,6,7,2012,d_531,,,,,0
7/13/2012,11224,Friday,7,7,2012,d_532,,,,,0
7/14/2012,11225,Saturday,1,7,2012,d_533,,,,,0
7/15/2012,11225,Sunday,2,7,2012,d_534,,,,,0
7/16/2012,11225,Monday,3,7,2012,d_535,,,,,0
7/17/2012,11225,Tuesday,4,7,2012,d_536,,,,,0
7/18/2012,11225,Wednesday,5,7,2012,d_537,,,,,0
7/19/2012,11225,Thursday,6,7,2012,d_538,,,,,0
7/20/2012,11225,Friday,7,7,2012,d_539,Ramadan starts,Religious,,,0
7/21/2012,11226,Saturday,1,7,2012,d_540,,,,,0
7/22/2012,11226,Sunday,2,7,2012,d_541,,,,,0
7/23/2012,11226,Monday,3,7,2012,d_542,,,,,0
7/24/2012,11226,Tuesday,4,7,2012,d_543,,,,,0
7/25/2012,11226,Wednesday,5,7,2012,d_544,,,,,0
7/26/2012,11226,Thursday,6,7,2012,d_545,,,,,0
7/27/2012,11226,Friday,7,7,2012,d_546,,,,,0
7/28/2012,11227,Saturday,1,7,2012,d_547,,,,,0
7/29/2012,11227,Sunday,2,7,2012,d_548,,,,,0
7/30/2012,11227,Monday,3,7,2012,d_549,,,,,0
7/31/2012,11227,Tuesday,4,7,2012,d_550,,,,,0
8/1/2012,11227,Wednesday,5,8,2012,d_551,,,,,1
8/2/2012,11227,Thursday,6,8,2012,d_552,,,,,1
8/3/2012,11227,Friday,7,8,2012,d_553,,,,,1
8/4/2012,11228,Saturday,1,8,2012,d_554,,,,,1
8/5/2012,11228,Sunday,2,8,2012,d_555,,,,,1
8/6/2012,11228,Monday,3,8,2012,d_556,,,,,1
8/7/2012,11228,Tuesday,4,8,2012,d_557,,,,,1
8/8/2012,11228,Wednesday,5,8,2012,d_558,,,,,1
8/9/2012,11228,Thursday,6,8,2012,d_559,,,,,1
8/10/2012,11228,Friday,7,8,2012,d_560,,,,,1
8/11/2012,11229,Saturday,1,8,2012,d_561,,,,,0
8/12/2012,11229,Sunday,2,8,2012,d_562,,,,,0
8/13/2012,11229,Monday,3,8,2012,d_563,,,,,0
8/14/2012,11229,Tuesday,4,8,2012,d_564,,,,,0
8/15/2012,11229,Wednesday,5,8,2012,d_565,,,,,0
8/16/2012,11229,Thursday,6,8,2012,d_566,,,,,0
8/17/2012,11229,Friday,7,8,2012,d_567,,,,,0
8/18/2012,11230,Saturday,1,8,2012,d_568,,,,,0
8/19/2012,11230,Sunday,2,8,2012,d_569,Eid al-Fitr,Religious,,,0
8/20/2012,11230,Monday,3,8,2012,d_570,,,,,0
8/21/2012,11230,Tuesday,4,8,2012,d_571,,,,,0
8/22/2012,11230,Wednesday,5,8,2012,d_572,,,,,0
8/23/2012,11230,Thursday,6,8,2012,d_573,,,,,0
8/24/2012,11230,Friday,7,8,2012,d_574,,,,,0
8/25/2012,11231,Saturday,1,8,2012,d_575,,,,,0
8/26/2012,11231,Sunday,2,8,2012,d_576,,,,,0
8/27/2012,11231,Monday,3,8,2012,d_577,,,,,0
8/28/2012,11231,Tuesday,4,8,2012,d_578,,,,,0
8/29/2012,11231,Wednesday,5,8,2012,d_579,,,,,0
8/30/2012,11231,Thursday,6,8,2012,d_580,,,,,0
8/31/2012,11231,Friday,7,8,2012,d_581,,,,,0
9/1/2012,11232,Saturday,1,9,2012,d_582,,,,,1
9/2/2012,11232,Sunday,2,9,2012,d_583,,,,,1
9/3/2012,11232,Monday,3,9,2012,d_584,LaborDay,National,,,1
9/4/2012,11232,Tuesday,4,9,2012,d_585,,,,,1
9/5/2012,11232,Wednesday,5,9,2012,d_586,,,,,1
9/6/2012,11232,Thursday,6,9,2012,d_587,,,,,1
9/7/2012,11232,Friday,7,9,2012,d_588,,,,,1
9/8/2012,11233,Saturday,1,9,2012,d_589,,,,,1
9/9/2012,11233,Sunday,2,9,2012,d_590,,,,,1
9/10/2012,11233,Monday,3,9,2012,d_591,,,,,1
9/11/2012,11233,Tuesday,4,9,2012,d_592,,,,,0
9/12/2012,11233,Wednesday,5,9,2012,d_593,,,,,0
9/13/2012,11233,Thursday,6,9,2012,d_594,,,,,0
9/14/2012,11233,Friday,7,9,2012,d_595,,,,,0
9/15/2012,11234,Saturday,1,9,2012,d_596,,,,,0
9/16/2012,11234,Sunday,2,9,2012,d_597,,,,,0
9/17/2012,11234,Monday,3,9,2012,d_598,,,,,0
9/18/2012,11234,Tuesday,4,9,2012,d_599,,,,,0
9/19/2012,11234,Wednesday,5,9,2012,d_600,,,,,0
9/20/2012,11234,Thursday,6,9,2012,d_601,,,,,0
9/21/2012,11234,Friday,7,9,2012,d_602,,,,,0
9/22/2012,11235,Saturday,1,9,2012,d_603,,,,,0
9/23/2012,11235,Sunday,2,9,2012,d_604,,,,,0
9/24/2012,11235,Monday,3,9,2012,d_605,,,,,0
9/25/2012,11235,Tuesday,4,9,2012,d_606,,,,,0
9/26/2012,11235,Wednesday,5,9,2012,d_607,,,,,0
9/27/2012,11235,Thursday,6,9,2012,d_608,,,,,0
9/28/2012,11235,Friday,7,9,2012,d_609,,,,,0
9/29/2012,11236,Saturday,1,9,2012,d_610,,,,,0
9/30/2012,11236,Sunday,2,9,2012,d_611,,,,,0
10/1/2012,11236,Monday,3,10,2012,d_612,,,,,1
10/2/2012,11236,Tuesday,4,10,2012,d_613,,,,,1
10/3/2012,11236,Wednesday,5,10,2012,d_614,,,,,1
10/4/2012,11236,Thursday,6,10,2012,d_615,,,,,1
10/5/2012,11236,Friday,7,10,2012,d_616,,,,,1
10/6/2012,11237,Saturday,1,10,2012,d_617,,,,,1
10/7/2012,11237,Sunday,2,10,2012,d_618,,,,,1
10/8/2012,11237,Monday,3,10,2012,d_619,ColumbusDay,National,,,1
10/9/2012,11237,Tuesday,4,10,2012,d_620,,,,,1
10/10/2012,11237,Wednesday,5,10,2012,d_621,,,,,1
10/11/2012,11237,Thursday,6,10,2012,d_622,,,,,0
10/12/2012,11237,Friday,7,10,2012,d_623,,,,,0
10/13/2012,11238,Saturday,1,10,2012,d_624,,,,,0
10/14/2012,11238,Sunday,2,10,2012,d_625,,,,,0
10/15/2012,11238,Monday,3,10,2012,d_626,,,,,0
10/16/2012,11238,Tuesday,4,10,2012,d_627,,,,,0
10/17/2012,11238,Wednesday,5,10,2012,d_628,,,,,0
10/18/2012,11238,Thursday,6,10,2012,d_629,,,,,0
10/19/2012,11238,Friday,7,10,2012,d_630,,,,,0
10/20/2012,11239,Saturday,1,10,2012,d_631,,,,,0
10/21/2012,11239,Sunday,2,10,2012,d_632,,,,,0
10/22/2012,11239,Monday,3,10,2012,d_633,,,,,0
10/23/2012,11239,Tuesday,4,10,2012,d_634,,,,,0
10/24/2012,11239,Wednesday,5,10,2012,d_635,,,,,0
10/25/2012,11239,Thursday,6,10,2012,d_636,,,,,0
10/26/2012,11239,Friday,7,10,2012,d_637,EidAlAdha,Religious,,,0
10/27/2012,11240,Saturday,1,10,2012,d_638,,,,,0
10/28/2012,11240,Sunday,2,10,2012,d_639,,,,,0
10/29/2012,11240,Monday,3,10,2012,d_640,,,,,0
10/30/2012,11240,Tuesday,4,10,2012,d_641,,,,,0
10/31/2012,11240,Wednesday,5,10,2012,d_642,Halloween,Cultural,,,0
11/1/2012,11240,Thursday,6,11,2012,d_643,,,,,1
11/2/2012,11240,Friday,7,11,2012,d_644,,,,,1
11/3/2012,11241,Saturday,1,11,2012,d_645,,,,,1
11/4/2012,11241,Sunday,2,11,2012,d_646,,,,,1
11/5/2012,11241,Monday,3,11,2012,d_647,,,,,1
11/6/2012,11241,Tuesday,4,11,2012,d_648,,,,,1
11/7/2012,11241,Wednesday,5,11,2012,d_649,,,,,1
11/8/2012,11241,Thursday,6,11,2012,d_650,,,,,1
11/9/2012,11241,Friday,7,11,2012,d_651,,,,,1
11/10/2012,11242,Saturday,1,11,2012,d_652,,,,,1
11/11/2012,11242,Sunday,2,11,2012,d_653,VeteransDay,National,,,0
11/12/2012,11242,Monday,3,11,2012,d_654,,,,,0
11/13/2012,11242,Tuesday,4,11,2012,d_655,,,,,0
11/14/2012,11242,Wednesday,5,11,2012,d_656,,,,,0
11/15/2012,11242,Thursday,6,11,2012,d_657,,,,,0
11/16/2012,11242,Friday,7,11,2012,d_658,,,,,0
11/17/2012,11243,Saturday,1,11,2012,d_659,,,,,0
11/18/2012,11243,Sunday,2,11,2012,d_660,,,,,0
11/19/2012,11243,Monday,3,11,2012,d_661,,,,,0
11/20/2012,11243,Tuesday,4,11,2012,d_662,,,,,0
11/21/2012,11243,Wednesday,5,11,2012,d_663,,,,,0
11/22/2012,11243,Thursday,6,11,2012,d_664,Thanksgiving,National,,,0
11/23/2012,11243,Friday,7,11,2012,d_665,,,,,0
11/24/2012,11244,Saturday,1,11,2012,d_666,,,,,0
11/25/2012,11244,Sunday,2,11,2012,d_667,,,,,0
11/26/2012,11244,Monday,3,11,2012,d_668,,,,,0
11/27/2012,11244,Tuesday,4,11,2012,d_669,,,,,0
11/28/2012,11244,Wednesday,5,11,2012,d_670,,,,,0
11/29/2012,11244,Thursday,6,11,2012,d_671,,,,,0
11/30/2012,11244,Friday,7,11,2012,d_672,,,,,0
12/1/2012,11245,Saturday,1,12,2012,d_673,,,,,1
12/2/2012,11245,Sunday,2,12,2012,d_674,,,,,1
12/3/2012,11245,Monday,3,12,2012,d_675,,,,,1
12/4/2012,11245,Tuesday,4,12,2012,d_676,,,,,1
12/5/2012,11245,Wednesday,5,12,2012,d_677,,,,,1
12/6/2012,11245,Thursday,6,12,2012,d_678,,,,,1
12/7/2012,11245,Friday,7,12,2012,d_679,,,,,1
12/8/2012,11246,Saturday,1,12,2012,d_680,,,,,1
12/9/2012,11246,Sunday,2,12,2012,d_681,,,,,1
12/10/2012,11246,Monday,3,12,2012,d_682,,,,,1
12/11/2012,11246,Tuesday,4,12,2012,d_683,,,,,0
12/12/2012,11246,Wednesday,5,12,2012,d_684,,,,,0
12/13/2012,11246,Thursday,6,12,2012,d_685,,,,,0
12/14/2012,11246,Friday,7,12,2012,d_686,,,,,0
12/15/2012,11247,Saturday,1,12,2012,d_687,,,,,0
12/16/2012,11247,Sunday,2,12,2012,d_688,Chanukah End,Religious,,,0
12/17/2012,11247,Monday,3,12,2012,d_689,,,,,0
12/18/2012,11247,Tuesday,4,12,2012,d_690,,,,,0
12/19/2012,11247,Wednesday,5,12,2012,d_691,,,,,0
12/20/2012,11247,Thursday,6,12,2012,d_692,,,,,0
12/21/2012,11247,Friday,7,12,2012,d_693,,,,,0
12/22/2012,11248,Saturday,1,12,2012,d_694,,,,,0
12/23/2012,11248,Sunday,2,12,2012,d_695,,,,,0
12/24/2012,11248,Monday,3,12,2012,d_696,,,,,0
12/25/2012,11248,Tuesday,4,12,2012,d_697,Christmas,National,,,0
12/26/2012,11248,Wednesday,5,12,2012,d_698,,,,,0
12/27/2012,11248,Thursday,6,12,2012,d_699,,,,,0
12/28/2012,11248,Friday,7,12,2012,d_700,,,,,0
12/29/2012,11249,Saturday,1,12,2012,d_701,,,,,0
12/30/2012,11249,Sunday,2,12,2012,d_702,,,,,0
12/31/2012,11249,Monday,3,12,2012,d_703,,,,,0
1/1/2013,11249,Tuesday,4,1,2013,d_704,NewYear,National,,,1
1/2/2013,11249,Wednesday,5,1,2013,d_705,,,,,1
1/3/2013,11249,Thursday,6,1,2013,d_706,,,,,1
1/4/2013,11249,Friday,7,1,2013,d_707,,,,,1
1/5/2013,11250,Saturday,1,1,2013,d_708,,,,,1
1/6/2013,11250,Sunday,2,1,2013,d_709,,,,,1
1/7/2013,11250,Monday,3,1,2013,d_710,OrthodoxChristmas,Religious,,,1
1/8/2013,11250,Tuesday,4,1,2013,d_711,,,,,1
1/9/2013,11250,Wednesday,5,1,2013,d_712,,,,,1
1/10/2013,11250,Thursday,6,1,2013,d_713,,,,,1
1/11/2013,11250,Friday,7,1,2013,d_714,,,,,0
1/12/2013,11251,Saturday,1,1,2013,d_715,,,,,0
1/13/2013,11251,Sunday,2,1,2013,d_716,,,,,0
1/14/2013,11251,Monday,3,1,2013,d_717,,,,,0
1/15/2013,11251,Tuesday,4,1,2013,d_718,,,,,0
1/16/2013,11251,Wednesday,5,1,2013,d_719,,,,,0
1/17/2013,11251,Thursday,6,1,2013,d_720,,,,,0
1/18/2013,11251,Friday,7,1,2013,d_721,,,,,0
1/19/2013,11252,Saturday,1,1,2013,d_722,,,,,0
1/20/2013,11252,Sunday,2,1,2013,d_723,,,,,0
1/21/2013,11252,Monday,3,1,2013,d_724,MartinLutherKingDay,National,,,0
1/22/2013,11252,Tuesday,4,1,2013,d_725,,,,,0
1/23/2013,11252,Wednesday,5,1,2013,d_726,,,,,0
1/24/2013,11252,Thursday,6,1,2013,d_727,,,,,0
1/25/2013,11252,Friday,7,1,2013,d_728,,,,,0
1/26/2013,11301,Saturday,1,1,2013,d_729,,,,,0
1/27/2013,11301,Sunday,2,1,2013,d_730,,,,,0
1/28/2013,11301,Monday,3,1,2013,d_731,,,,,0
1/29/2013,11301,Tuesday,4,1,2013,d_732,,,,,0
1/30/2013,11301,Wednesday,5,1,2013,d_733,,,,,0
1/31/2013,11301,Thursday,6,1,2013,d_734,,,,,0
2/1/2013,11301,Friday,7,2,2013,d_735,,,,,1
2/2/2013,11302,Saturday,1,2,2013,d_736,,,,,1
2/3/2013,11302,Sunday,2,2,2013,d_737,SuperBowl,Sporting,,,1
2/4/2013,11302,Monday,3,2,2013,d_738,,,,,1
2/5/2013,11302,Tuesday,4,2,2013,d_739,,,,,1
2/6/2013,11302,Wednesday,5,2,2013,d_740,,,,,1
2/7/2013,11302,Thursday,6,2,2013,d_741,,,,,1
2/8/2013,11302,Friday,7,2,2013,d_742,,,,,1
2/9/2013,11303,Saturday,1,2,2013,d_743,,,,,1
2/10/2013,11303,Sunday,2,2,2013,d_744,,,,,1
2/11/2013,11303,Monday,3,2,2013,d_745,,,,,0
2/12/2013,11303,Tuesday,4,2,2013,d_746,,,,,0
2/13/2013,11303,Wednesday,5,2,2013,d_747,LentStart,Religious,,,0
2/14/2013,11303,Thursday,6,2,2013,d_748,ValentinesDay,Cultural,,,0
2/15/2013,11303,Friday,7,2,2013,d_749,,,,,0
2/16/2013,11304,Saturday,1,2,2013,d_750,,,,,0
2/17/2013,11304,Sunday,2,2,2013,d_751,,,,,0
2/18/2013,11304,Monday,3,2,2013,d_752,PresidentsDay,National,,,0
2/19/2013,11304,Tuesday,4,2,2013,d_753,,,,,0
2/20/2013,11304,Wednesday,5,2,2013,d_754,LentWeek2,Religious,,,0
2/21/2013,11304,Thursday,6,2,2013,d_755,,,,,0
2/22/2013,11304,Friday,7,2,2013,d_756,,,,,0
2/23/2013,11305,Saturday,1,2,2013,d_757,,,,,0
2/24/2013,11305,Sunday,2,2,2013,d_758,Purim End,Religious,,,0
2/25/2013,11305,Monday,3,2,2013,d_759,,,,,0
2/26/2013,11305,Tuesday,4,2,2013,d_760,,,,,0
2/27/2013,11305,Wednesday,5,2,2013,d_761,,,,,0
2/28/2013,11305,Thursday,6,2,2013,d_762,,,,,0
3/1/2013,11305,Friday,7,3,2013,d_763,,,,,1
3/2/2013,11306,Saturday,1,3,2013,d_764,,,,,1
3/3/2013,11306,Sunday,2,3,2013,d_765,,,,,1
3/4/2013,11306,Monday,3,3,2013,d_766,,,,,1
3/5/2013,11306,Tuesday,4,3,2013,d_767,,,,,1
3/6/2013,11306,Wednesday,5,3,2013,d_768,,,,,1
3/7/2013,11306,Thursday,6,3,2013,d_769,,,,,1
3/8/2013,11306,Friday,7,3,2013,d_770,,,,,1
3/9/2013,11307,Saturday,1,3,2013,d_771,,,,,1
3/10/2013,11307,Sunday,2,3,2013,d_772,,,,,1
3/11/2013,11307,Monday,3,3,2013,d_773,,,,,0
3/12/2013,11307,Tuesday,4,3,2013,d_774,,,,,0
3/13/2013,11307,Wednesday,5,3,2013,d_775,,,,,0
3/14/2013,11307,Thursday,6,3,2013,d_776,,,,,0
3/15/2013,11307,Friday,7,3,2013,d_777,,,,,0
3/16/2013,11308,Saturday,1,3,2013,d_778,,,,,0
3/17/2013,11308,Sunday,2,3,2013,d_779,StPatricksDay,Cultural,,,0
3/18/2013,11308,Monday,3,3,2013,d_780,,,,,0
3/19/2013,11308,Tuesday,4,3,2013,d_781,,,,,0
3/20/2013,11308,Wednesday,5,3,2013,d_782,,,,,0
3/21/2013,11308,Thursday,6,3,2013,d_783,,,,,0
3/22/2013,11308,Friday,7,3,2013,d_784,,,,,0
3/23/2013,11309,Saturday,1,3,2013,d_785,,,,,0
3/24/2013,11309,Sunday,2,3,2013,d_786,,,,,0
3/25/2013,11309,Monday,3,3,2013,d_787,,,,,0
3/26/2013,11309,Tuesday,4,3,2013,d_788,,,,,0
3/27/2013,11309,Wednesday,5,3,2013,d_789,,,,,0
3/28/2013,11309,Thursday,6,3,2013,d_790,,,,,0
3/29/2013,11309,Friday,7,3,2013,d_791,,,,,0
3/30/2013,11310,Saturday,1,3,2013,d_792,,,,,0
3/31/2013,11310,Sunday,2,3,2013,d_793,Easter,Cultural,,,0
4/1/2013,11310,Monday,3,4,2013,d_794,,,,,1
4/2/2013,11310,Tuesday,4,4,2013,d_795,Pesach End,Religious,,,1
4/3/2013,11310,Wednesday,5,4,2013,d_796,,,,,1
4/4/2013,11310,Thursday,6,4,2013,d_797,,,,,1
4/5/2013,11310,Friday,7,4,2013,d_798,,,,,1
4/6/2013,11311,Saturday,1,4,2013,d_799,,,,,1
4/7/2013,11311,Sunday,2,4,2013,d_800,,,,,1
4/8/2013,11311,Monday,3,4,2013,d_801,,,,,1
4/9/2013,11311,Tuesday,4,4,2013,d_802,,,,,1
4/10/2013,11311,Wednesday,5,4,2013,d_803,,,,,1
4/11/2013,11311,Thursday,6,4,2013,d_804,,,,,0
4/12/2013,11311,Friday,7,4,2013,d_805,,,,,0
4/13/2013,11312,Saturday,1,4,2013,d_806,,,,,0
4/14/2013,11312,Sunday,2,4,2013,d_807,,,,,0
4/15/2013,11312,Monday,3,4,2013,d_808,,,,,0
4/16/2013,11312,Tuesday,4,4,2013,d_809,,,,,0
4/17/2013,11312,Wednesday,5,4,2013,d_810,,,,,0
4/18/2013,11312,Thursday,6,4,2013,d_811,,,,,0
4/19/2013,11312,Friday,7,4,2013,d_812,,,,,0
4/20/2013,11313,Saturday,1,4,2013,d_813,,,,,0
4/21/2013,11313,Sunday,2,4,2013,d_814,,,,,0
4/22/2013,11313,Monday,3,4,2013,d_815,,,,,0
4/23/2013,11313,Tuesday,4,4,2013,d_816,,,,,0
4/24/2013,11313,Wednesday,5,4,2013,d_817,,,,,0
4/25/2013,11313,Thursday,6,4,2013,d_818,,,,,0
4/26/2013,11313,Friday,7,4,2013,d_819,,,,,0
4/27/2013,11314,Saturday,1,4,2013,d_820,,,,,0
4/28/2013,11314,Sunday,2,4,2013,d_821,,,,,0
4/29/2013,11314,Monday,3,4,2013,d_822,,,,,0
4/30/2013,11314,Tuesday,4,4,2013,d_823,,,,,0
5/1/2013,11314,Wednesday,5,5,2013,d_824,,,,,1
5/2/2013,11314,Thursday,6,5,2013,d_825,,,,,1
5/3/2013,11314,Friday,7,5,2013,d_826,,,,,1
5/4/2013,11315,Saturday,1,5,2013,d_827,,,,,1
5/5/2013,11315,Sunday,2,5,2013,d_828,OrthodoxEaster,Religious,Cinco De Mayo,Cultural,1
5/6/2013,11315,Monday,3,5,2013,d_829,,,,,1
5/7/2013,11315,Tuesday,4,5,2013,d_830,,,,,1
5/8/2013,11315,Wednesday,5,5,2013,d_831,,,,,1
5/9/2013,11315,Thursday,6,5,2013,d_832,,,,,1
5/10/2013,11315,Friday,7,5,2013,d_833,,,,,1
5/11/2013,11316,Saturday,1,5,2013,d_834,,,,,0
5/12/2013,11316,Sunday,2,5,2013,d_835,Mother's day,Cultural,,,0
5/13/2013,11316,Monday,3,5,2013,d_836,,,,,0
5/14/2013,11316,Tuesday,4,5,2013,d_837,,,,,0
5/15/2013,11316,Wednesday,5,5,2013,d_838,,,,,0
5/16/2013,11316,Thursday,6,5,2013,d_839,,,,,0
5/17/2013,11316,Friday,7,5,2013,d_840,,,,,0
5/18/2013,11317,Saturday,1,5,2013,d_841,,,,,0
5/19/2013,11317,Sunday,2,5,2013,d_842,,,,,0
5/20/2013,11317,Monday,3,5,2013,d_843,,,,,0
5/21/2013,11317,Tuesday,4,5,2013,d_844,,,,,0
5/22/2013,11317,Wednesday,5,5,2013,d_845,,,,,0
5/23/2013,11317,Thursday,6,5,2013,d_846,,,,,0
5/24/2013,11317,Friday,7,5,2013,d_847,,,,,0
5/25/2013,11318,Saturday,1,5,2013,d_848,,,,,0
